site,net,year,lat,long,distshore,trawl,area,chlorophyll,tempavg,tempstdev,sal,bod,nh3,po4,depth,nflounder
"Barrow Nore Suir Estuary, Upper",BS,2013,52.418627,-6.96078,53.007549,0,0.642887303,55.1,15.28181818,5.530609041,6.607,1.573,0.043,31.276,7.75,1
"Barrow Nore Suir Estuary, Upper",BS,2013,52.404022,-6.940561,73.025101,0,0.642887303,55.1,15.28181818,5.530609041,6.607,1.573,0.043,31.276,7.75,0
Barrow Suir Nore Estuary,BS,2013,52.21950151,-6.92806215,0,0,28.21376503,50.6,12.31836735,3.853984598,6.607,1.573,0.043,31.276,7.75,3
Barrow Suir Nore Estuary,BS,2013,52.235924,-6.962394,618.234405,0,28.21376503,50.6,12.31836735,3.853984598,6.607,1.573,0.043,31.276,7.75,0
Barrow Suir Nore Estuary,Fyke,2013,52.2429073,-6.95555882,0,0,28.21376503,50.6,12.31836735,3.853984598,6.607,1.573,0.043,31.276,7.75,29
Barrow Suir Nore Estuary,Fyke,2013,52.24663507,-6.97035061,0,0,28.21376503,50.6,12.31836735,3.853984598,6.607,1.573,0.043,31.276,7.75,3
Barrow Suir Nore Estuary,Fyke,2013,52.27548944,-6.97514975,14.499683,0,28.21376503,50.6,12.31836735,3.853984598,6.607,1.573,0.043,31.276,7.75,1
Barrow Suir Nore Estuary,Fyke,2013,52.26954256,-6.98940829,0,0,28.21376503,50.6,12.31836735,3.853984598,6.607,1.573,0.043,31.276,7.75,3
Barrow Suir Nore Estuary,BT,2013,52.2330149,-6.94317807,33.096331,0,28.21376503,50.6,12.31836735,3.853984598,6.607,1.573,0.043,31.276,7.75,0
Barrow Suir Nore Estuary,BT,2013,52.26023387,-6.98146753,100.566855,0,28.21376503,50.6,12.31836735,3.853984598,6.607,1.573,0.043,31.276,7.75,8
Barrow Suir Nore Estuary,BT,2013,52.26186206,-6.97894894,139.032627,0,28.21376503,50.6,12.31836735,3.853984598,6.607,1.573,0.043,31.276,7.75,16
Barrow Suir Nore Estuary,BT,2013,52.27510236,-6.98317786,29.125718,0,28.21376503,50.6,12.31836735,3.853984598,6.607,1.573,0.043,31.276,7.75,7
Barrow Suir Nore Estuary,BT,2013,52.251254,-6.981152,47.502779,0,28.21376503,50.6,12.31836735,3.853984598,6.607,1.573,0.043,31.276,7.75,0
Barrow Suir Nore Estuary,BT,2013,52.267193,-6.989334,92.542799,0,28.21376503,50.6,12.31836735,3.853984598,6.607,1.573,0.043,31.276,7.75,0
Barrow Suir Nore Estuary,BT,2013,52.273601,-6.978134,177.507439,0,28.21376503,50.6,12.31836735,3.853984598,6.607,1.573,0.043,31.276,7.75,0
Barrow Suir Nore Estuary,BT,2013,52.260858,-6.981418,177.446465,0,28.21376503,50.6,12.31836735,3.853984598,6.607,1.573,0.043,31.276,7.75,0
Barrow Suir Nore Estuary,BT,2013,52.245572,-6.986842,74.564482,0,28.21376503,50.6,12.31836735,3.853984598,6.607,1.573,0.043,31.276,7.75,0
Barrow Suir Nore Estuary,BS,2013,52.237445,-6.950138,59.325855,0,28.21376503,50.6,12.31836735,3.853984598,6.607,1.573,0.043,31.276,7.75,0
Barrow Suir Nore Estuary,BS,2013,52.210475,-6.91914,102.056803,0,28.21376503,50.6,12.31836735,3.853984598,6.607,1.573,0.043,31.276,7.75,0
Barrow Suir Nore Estuary,BS,2013,52.206445,-6.943702,1577.639887,0,28.21376503,50.6,12.31836735,3.853984598,6.607,1.573,0.043,31.276,7.75,0
Barrow Suir Nore Estuary,BS,2013,52.230262,-6.957862,762.929891,0,28.21376503,50.6,12.31836735,3.853984598,6.607,1.573,0.043,31.276,7.75,0
New Ross Port,BS,2013,52.292239,-7.01283362,21.047173,0,6.710965171,77.6,13.37702703,5.093900389,6.607,1.573,0.043,31.276,7.75,0
New Ross Port,BS,2013,52.3151143,-6.99524419,16.647329,0,6.710965171,77.6,13.37702703,5.093900389,6.607,1.573,0.043,31.276,7.75,0
New Ross Port,Fyke,2013,52.34457183,-6.99694379,28.759057,0,6.710965171,77.6,13.37702703,5.093900389,6.607,1.573,0.043,31.276,7.75,7
New Ross Port,Fyke,2013,52.36676778,-6.97400898,21.896416,0,6.710965171,77.6,13.37702703,5.093900389,6.607,1.573,0.043,31.276,7.75,5
New Ross Port,Fyke,2013,52.36940833,-6.96310471,9.039433,0,6.710965171,77.6,13.37702703,5.093900389,6.607,1.573,0.043,31.276,7.75,2
New Ross Port,Fyke,2013,52.37686059,-6.96666735,0,0,6.710965171,77.6,13.37702703,5.093900389,6.607,1.573,0.043,31.276,7.75,0
New Ross Port,BT,2013,52.37718925,-6.96609554,28.48498,0,6.710965171,77.6,13.37702703,5.093900389,6.607,1.573,0.043,31.276,7.75,9
New Ross Port,BT,2013,52.35692449,-6.99503523,27.44165,0,6.710965171,77.6,13.37702703,5.093900389,6.607,1.573,0.043,31.276,7.75,2
New Ross Port,BT,2013,52.3130355,-7.00595828,64.787721,0,6.710965171,77.6,13.37702703,5.093900389,6.607,1.573,0.043,31.276,7.75,2
New Ross Port,BT,2013,52.29169291,-7.01652576,42.428032,0,6.710965171,77.6,13.37702703,5.093900389,6.607,1.573,0.043,31.276,7.75,1
New Ross Port,BS,2013,52.292897,-7.01529,130.648756,0,6.710965171,77.6,13.37702703,5.093900389,6.607,1.573,0.043,31.276,7.75,0
New Ross Port,BS,2013,52.367283,-6.981432,70.335375,0,6.710965171,77.6,13.37702703,5.093900389,6.607,1.573,0.043,31.276,7.75,2
New Ross Port,BS,2013,52.373411,-6.96421,27.827321,0,6.710965171,77.6,13.37702703,5.093900389,6.607,1.573,0.043,31.276,7.75,0
New Ross Port,BS,2013,52.315154,-6.998312,87.496964,0,6.710965171,77.6,13.37702703,5.093900389,6.607,1.573,0.043,31.276,7.75,3
Barrow Suir Nore Estuary,BS,2013,52.48247668,-7.06056294,16.393999,0,1.257823499,50.6,12.31836735,3.853984598,6.607,1.573,0.043,31.276,7.75,12
Barrow Suir Nore Estuary,Fyke,2013,52.48273367,-7.0480739,34.410851,0,1.257823499,50.6,12.31836735,3.853984598,6.607,1.573,0.043,31.276,7.75,3
Barrow Suir Nore Estuary,Fyke,2013,52.4745505,-7.04435628,6.850699,0,1.257823499,50.6,12.31836735,3.853984598,6.607,1.573,0.043,31.276,7.75,4
Barrow Suir Nore Estuary,Fyke,2013,52.45389129,-7.01828797,3.183299,0,1.257823499,50.6,12.31836735,3.853984598,6.607,1.573,0.043,31.276,7.75,0
Barrow Suir Nore Estuary,Fyke,2013,52.4406442,-7.00719469,0,0,1.257823499,50.6,12.31836735,3.853984598,6.607,1.573,0.043,31.276,7.75,26
Barrow Suir Nore Estuary,BT,2013,52.48388652,-7.05215422,31.423475,0,1.257823499,50.6,12.31836735,3.853984598,6.607,1.573,0.043,31.276,7.75,8
Barrow Suir Nore Estuary,BT,2013,52.45254943,-7.03340038,24.240781,0,1.257823499,50.6,12.31836735,3.853984598,6.607,1.573,0.043,31.276,7.75,23
Barrow Suir Nore Estuary,BT,2013,52.42213293,-6.9965143,40.944258,0,1.257823499,50.6,12.31836735,3.853984598,6.607,1.573,0.043,31.276,7.75,11
Barrow Suir Nore Estuary,BT,2013,52.42317857,-6.96499625,34.065126,0,1.257823499,50.6,12.31836735,3.853984598,6.607,1.573,0.043,31.276,7.75,5
Barrow Suir Nore Estuary,BT,2013,52.423447,-6.967831,42.453714,0,1.257823499,50.6,12.31836735,3.853984598,6.607,1.573,0.043,31.276,7.75,4
Barrow Suir Nore Estuary,BT,2013,52.422138,-6.995539,0,0,1.257823499,50.6,12.31836735,3.853984598,6.607,1.573,0.043,31.276,7.75,0
Barrow Suir Nore Estuary,BS,2013,52.435854,-7.007955,29.349362,0,1.257823499,50.6,12.31836735,3.853984598,6.607,1.573,0.043,31.276,7.75,5
Barrow Suir Nore Estuary,BS,2013,52.453064,-7.035488,0,0,1.257823499,50.6,12.31836735,3.853984598,6.607,1.573,0.043,31.276,7.75,43
Barrow Suir Nore Estuary,BS,2013,52.462239,-7.029119,27.011523,0,1.257823499,50.6,12.31836735,3.853984598,6.607,1.573,0.043,31.276,7.75,11
Barrow Suir Nore Estuary,BS,2013,52.464992,-7.038423,42.169709,0,1.257823499,50.6,12.31836735,3.853984598,6.607,1.573,0.043,31.276,7.75,28
Suir Estuary,BS,2013,52.27701939,-7.01064887,30.855096,0,4.323467823,22.7,13.79444444,4.545258968,6.607,1.573,0.043,31.276,7.75,0
Suir Estuary,BS,2013,52.24692743,-7.04873197,169.886616,0,4.323467823,22.7,13.79444444,4.545258968,6.607,1.573,0.043,31.276,7.75,2
Suir Estuary,Fyke,2013,52.24486196,-7.06034618,10.139554,0,4.323467823,22.7,13.79444444,4.545258968,6.607,1.573,0.043,31.276,7.75,3
Suir Estuary,Fyke,2013,52.25171979,-7.06436237,221.556086,0,4.323467823,22.7,13.79444444,4.545258968,6.607,1.573,0.043,31.276,7.75,0
Suir Estuary,Fyke,2013,52.25500122,-7.0422023,299.447652,0,4.323467823,22.7,13.79444444,4.545258968,6.607,1.573,0.043,31.276,7.75,6
Suir Estuary,Fyke,2013,52.25791041,-7.06406222,37.916443,0,4.323467823,22.7,13.79444444,4.545258968,6.607,1.573,0.043,31.276,7.75,4
Suir Estuary,BT,2013,52.277406,-7.008269,130.557652,0,4.323467823,22.7,13.79444444,4.545258968,6.607,1.573,0.043,31.276,7.75,2
Suir Estuary,BT,2013,52.25749718,-7.03487475,157.481795,0,4.323467823,22.7,13.79444444,4.545258968,6.607,1.573,0.043,31.276,7.75,5
Suir Estuary,BT,2013,52.24303605,-7.05366991,197.54397,0,4.323467823,22.7,13.79444444,4.545258968,6.607,1.573,0.043,31.276,7.75,3
Suir Estuary,BT,2013,52.25560404,-7.06914542,56.270494,0,4.323467823,22.7,13.79444444,4.545258968,6.607,1.573,0.043,31.276,7.75,46
Suir Estuary,BS,2013,52.2773084,-7.00778025,203.238092,200,4.323467823,22.7,13.79444444,4.545258968,6.607,1.573,0.043,31.276,7.75,0
Suir Estuary,BS,2013,52.26098279,-7.03240377,87.575144,200,4.323467823,22.7,13.79444444,4.545258968,6.607,1.573,0.043,31.276,7.75,0
Suir Estuary,BS,2013,52.24198655,-7.05289819,87.727097,200,4.323467823,22.7,13.79444444,4.545258968,6.607,1.573,0.043,31.276,7.75,5
Suir Estuary,BS,2013,52.25788702,-7.07051234,79.518634,200,4.323467823,22.7,13.79444444,4.545258968,6.607,1.573,0.043,31.276,7.75,3
Suir Estuary,BS,2013,52.25308511,-7.0851386,11.331403,0,7.03229492,22.7,13.79444444,4.545258968,6.607,1.573,0.043,31.276,7.75,24
Suir Estuary,BS,2013,52.27787753,-7.14591837,20.978632,0,7.03229492,22.7,13.79444444,4.545258968,6.607,1.573,0.043,31.276,7.75,98
Suir Estuary,Fyke,2013,52.29031468,-7.28563766,5.509266,0,7.03229492,22.7,13.79444444,4.545258968,6.607,1.573,0.043,31.276,7.75,43
Suir Estuary,Fyke,2013,52.3005753,-7.2982505,15.926871,0,7.03229492,22.7,13.79444444,4.545258968,6.607,1.573,0.043,31.276,7.75,42
Suir Estuary,Fyke,2013,52.28020736,-7.27187566,38.738658,0,7.03229492,22.7,13.79444444,4.545258968,6.607,1.573,0.043,31.276,7.75,60
Suir Estuary,Fyke,2013,52.26769838,-7.26728699,9.109538,0,7.03229492,22.7,13.79444444,4.545258968,6.607,1.573,0.043,31.276,7.75,0
Suir Estuary,Fyke,2013,52.28382692,-7.27510613,41.646723,0,7.03229492,22.7,13.79444444,4.545258968,6.607,1.573,0.043,31.276,7.75,49
Suir Estuary,Fyke,2013,52.28989005,-7.28500013,48.025672,0,7.03229492,22.7,13.79444444,4.545258968,6.607,1.573,0.043,31.276,7.75,60
Suir Estuary,BT,2013,52.2690539,-7.26773878,67.706887,0,7.03229492,22.7,13.79444444,4.545258968,6.607,1.573,0.043,31.276,7.75,16
Suir Estuary,BT,2013,52.26311934,-7.24417197,132.002898,0,7.03229492,22.7,13.79444444,4.545258968,6.607,1.573,0.043,31.276,7.75,14
Suir Estuary,BT,2013,52.2479113,-7.23128781,38.166245,0,7.03229492,22.7,13.79444444,4.545258968,6.607,1.573,0.043,31.276,7.75,17
Suir Estuary,BT,2013,52.27976907,-7.16061939,84.621948,0,7.03229492,22.7,13.79444444,4.545258968,6.607,1.573,0.043,31.276,7.75,19
Suir Estuary,BT,2013,52.309396,-7.298663,67.737271,0,7.03229492,22.7,13.79444444,4.545258968,6.607,1.573,0.043,31.276,7.75,0
Suir Estuary,BT,2013,52.323479,-7.312563,140.762382,0,7.03229492,22.7,13.79444444,4.545258968,6.607,1.573,0.043,31.276,7.75,0
Suir Estuary,BT,2013,52.277036,-7.271695,191.39436,0,7.03229492,22.7,13.79444444,4.545258968,6.607,1.573,0.043,31.276,7.75,0
Suir Estuary,BS,2013,52.276409,-7.163635,64.413357,0,7.03229492,22.7,13.79444444,4.545258968,6.607,1.573,0.043,31.276,7.75,8
Suir Estuary,BS,2013,52.269116,-7.133381,81.823544,0,7.03229492,22.7,13.79444444,4.545258968,6.607,1.573,0.043,31.276,7.75,2
Suir Estuary,BS,2013,52.252486,-7.089309,26.062375,0,7.03229492,22.7,13.79444444,4.545258968,6.607,1.573,0.043,31.276,7.75,0
Suir Estuary,Fyke,2013,52.246962,-7.201032,60.9745,0,7.03229492,22.7,13.79444444,4.545258968,6.607,1.573,0.043,31.276,7.75,0
Suir Estuary,Fyke,2013,52.34227393,-7.37957239,18.593496,0,1.090200188,22.7,13.79444444,4.545258968,6.607,1.573,0.043,31.276,7.75,223
Suir Estuary,BT,2013,52.33579212,-7.35611689,5.695959,0,1.090200188,22.7,13.79444444,4.545258968,6.607,1.573,0.043,31.276,7.75,18
Suir Estuary,BT,2013,52.32915927,-7.31755125,13.964217,0,1.090200188,22.7,13.79444444,4.545258968,6.607,1.573,0.043,31.276,7.75,12
Suir Estuary,BT,2013,52.3321822,-7.33181784,54.432715,0,1.090200188,22.7,13.79444444,4.545258968,6.607,1.573,0.043,31.276,7.75,0
Suir Estuary,Fyke,2013,52.34313768,-7.3690754,70.178694,0,1.090200188,22.7,13.79444444,4.545258968,6.607,1.573,0.043,31.276,7.75,320
Suir Estuary,Fyke,2013,52.33677238,-7.35696087,39.494373,100,1.090200188,22.7,13.79444444,4.545258968,6.607,1.573,0.043,31.276,7.75,4
Suir Estuary,BT,2013,52.34532578,-7.39838029,28.818644,105,1.090200188,22.7,13.79444444,4.545258968,6.607,1.573,0.043,31.276,7.75,2
Suir Estuary,BT,2013,52.33222763,-7.33158088,56.543977,100,1.090200188,22.7,13.79444444,4.545258968,6.607,1.573,0.043,31.276,7.75,0
North Slob Channels,BT,2014,52.35933295,-6.42589688,59.476875,0,0.371815345,15,15.01815385,3.911578255,8.637,1.739,0.046,24.601,3.1,0
North Slob Channels,BS,2014,52.36851054,-6.41746184,37.893198,0,0.371815345,22.7,13.61233333,4.353899332,8.637,1.739,0.046,24.601,3.1,0
North Slob Channels,BS,2014,52.3635425,-6.42358071,50.831176,99,0.371815345,5.1,13.92017857,0.957133165,8.637,1.739,0.046,24.601,3.1,2
North Slob Channels,BS,2014,52.36808281,-6.42141768,42.425997,89,0.371815345,5.1,15.28181818,4.758572369,8.637,1.739,0.046,24.601,3.1,0
North Slob Channels,BS,2014,52.3695877,-6.41330626,29.440294,97,0.371815345,15.6,15.9495,3.582665622,8.637,1.739,0.046,24.601,3.1,0
"Slaney Estuary, Lower",BS,2014,52.406109,-6.547349,3.418862,0,18.35019124,83.1,14.8547541,4.710727335,8.637,1.739,0.046,24.601,3.1,7
"Slaney Estuary, Lower",BS,2014,52.391158,-6.550038,18.892349,0,18.35019124,83.1,14.8547541,4.710727335,8.637,1.739,0.046,24.601,3.1,15
"Slaney Estuary, Lower",BS,2014,52.388425,-6.565475,0,0,18.35019124,83.1,14.8547541,4.710727335,8.637,1.739,0.046,24.601,3.1,0
"Slaney Estuary, Lower",BS,2014,52.386135,-6.568527,0,0,18.35019124,83.1,14.8547541,4.710727335,8.637,1.739,0.046,24.601,3.1,4
"Slaney Estuary, Lower",BS,2014,52.357498,-6.54272,5.890842,0,18.35019124,83.1,14.8547541,4.710727335,8.637,1.739,0.046,24.601,3.1,1
"Slaney Estuary, Lower",BT,2014,52.35019,-6.507943,1.201648,0,18.35019124,83.1,14.8547541,4.710727335,8.637,1.739,0.046,24.601,3.1,8
"Slaney Estuary, Lower",BT,2014,52.359066,-6.468164,10.497139,0,18.35019124,83.1,14.8547541,4.710727335,8.637,1.739,0.046,24.601,3.1,21
"Slaney Estuary, Lower",BT,2014,52.353163,-6.470019,4.010424,0,18.35019124,83.1,14.8547541,4.710727335,8.637,1.739,0.046,24.601,3.1,0
"Slaney Estuary, Lower",BT,2014,52.348367,-6.456758,0,0,18.35019124,83.1,14.8547541,4.710727335,8.637,1.739,0.046,24.601,3.1,8
"Slaney Estuary, Lower",BT,2014,52.35444051,-6.41684267,149.874202,124,18.35019124,83.1,14.8547541,4.710727335,8.637,1.739,0.046,24.601,3.1,1
"Slaney Estuary, Lower",BT,2014,52.35359503,-6.43589775,263.166469,124,18.35019124,83.1,14.8547541,4.710727335,8.637,1.739,0.046,24.601,3.1,0
"Slaney Estuary, Lower",BT,2014,52.34951036,-6.4424177,318.550519,132,18.35019124,83.1,14.8547541,4.710727335,8.637,1.739,0.046,24.601,3.1,5
"Slaney Estuary, Lower",BT,2014,52.34521748,-6.43229077,1124.501403,120,18.35019124,83.1,14.8547541,4.710727335,8.637,1.739,0.046,24.601,3.1,0
"Slaney Estuary, Lower",BT,2014,52.33138366,-6.42678729,1318.905129,126,18.35019124,83.1,14.8547541,4.710727335,8.637,1.739,0.046,24.601,3.1,0
"Slaney Estuary, Lower",BT,2014,52.33652093,-6.44817246,371.829444,131,18.35019124,83.1,14.8547541,4.710727335,8.637,1.739,0.046,24.601,3.1,1
"Slaney Estuary, Lower",BT,2014,52.34788,-6.465265,162.607188,186,18.35019124,83.1,14.8547541,4.710727335,8.637,1.739,0.046,24.601,3.1,4
"Slaney Estuary, Lower",BT,2014,52.357227,-6.485524,426.67942,184,18.35019124,83.1,14.8547541,4.710727335,8.637,1.739,0.046,24.601,3.1,7
"Slaney Estuary, Lower",Fyke,2014,52.353641,-6.502198,170.544203,185,18.35019124,83.1,14.8547541,4.710727335,8.637,1.739,0.046,24.601,3.1,39
"Slaney Estuary, Lower",Fyke,2014,52.375367,-6.557785,58.845939,204,18.35019124,83.1,14.8547541,4.710727335,8.637,1.739,0.046,24.601,3.1,19
"Slaney Estuary, Lower",Fyke,2014,52.390256,-6.554791,76.629118,162,18.35019124,83.1,14.8547541,4.710727335,8.637,1.739,0.046,24.601,3.1,94
"Slaney Estuary, Lower",Fyke,2014,52.399264,-6.548178,60.438726,203,18.35019124,83.1,14.8547541,4.710727335,8.637,1.739,0.046,24.601,3.1,32
"Slaney Estuary, Lower",Fyke,2014,52.41124006,-6.54806798,45.158481,0,18.35019124,83.1,14.8547541,4.710727335,8.637,1.739,0.046,24.601,3.1,7
"Slaney Estuary, Lower",Fyke,2014,52.38454185,-6.56795958,40.436747,0,18.35019124,83.1,14.8547541,4.710727335,8.637,1.739,0.046,24.601,3.1,15
"Slaney Estuary, Lower",Fyke,2014,52.35946395,-6.54485847,55.483903,0,18.35019124,83.1,14.8547541,4.710727335,8.637,1.739,0.046,24.601,3.1,21
"Slaney Estuary, Lower",Fyke,2014,52.35228988,-6.51379069,25.286876,0,18.35019124,83.1,14.8547541,4.710727335,8.637,1.739,0.046,24.601,3.1,3
"Slaney Estuary, Lower",Fyke,2014,52.35540954,-6.49783792,228.34505,0,18.35019124,83.1,14.8547541,4.710727335,8.637,1.739,0.046,24.601,3.1,22
"Slaney Estuary, Lower",Fyke,2014,52.35648033,-6.48623653,334.3441,0,18.35019124,83.1,14.8547541,4.710727335,8.637,1.739,0.046,24.601,3.1,3
"Slaney Estuary, Lower",Fyke,2014,52.35483153,-6.47079078,82.570616,0,18.35019124,83.1,14.8547541,4.710727335,8.637,1.739,0.046,24.601,3.1,5
"Slaney Estuary, Lower",BS,2014,52.32851864,-6.43932126,496.167376,0,18.35019124,83.1,14.8547541,4.710727335,8.637,1.739,0.046,24.601,3.1,2
"Slaney Estuary, Lower",BS,2014,52.33907883,-6.44254871,797.355711,0,18.35019124,83.1,14.8547541,4.710727335,8.637,1.739,0.046,24.601,3.1,2
"Slaney Estuary, Lower",BS,2014,52.34447066,-6.44123484,591.812749,0,18.35019124,83.1,14.8547541,4.710727335,8.637,1.739,0.046,24.601,3.1,1
"Slaney Estuary, Lower",BS,2014,52.3499028,-6.43802038,491.200574,0,18.35019124,83.1,14.8547541,4.710727335,8.637,1.739,0.046,24.601,3.1,1
"Slaney Estuary, Upper",BT,2014,52.476317,-6.564474,0,0,0.806862514,20.6,15.9495,4.019347964,8.637,1.739,0.046,24.601,3.1,27
"Slaney Estuary, Upper",BT,2014,52.466629,-6.563625,0,0,0.806862514,20.6,15.9495,4.019347964,8.637,1.739,0.046,24.601,3.1,36
"Slaney Estuary, Upper",BT,2014,52.454487,-6.562581,1.982137,0,0.806862514,20.6,15.9495,4.019347964,8.637,1.739,0.046,24.601,3.1,1
"Slaney Estuary, Upper",BT,2014,52.444465,-6.55956,1.349418,0,0.806862514,20.6,15.9495,4.019347964,8.637,1.739,0.046,24.601,3.1,65
"Slaney Estuary, Upper",BT,2014,52.455247,-6.562382,31.641846,203,0.806862514,20.6,15.9495,4.019347964,8.637,1.739,0.046,24.601,3.1,51
"Slaney Estuary, Upper",BT,2014,52.473002,-6.562983,34.271114,203,0.806862514,20.6,15.9495,4.019347964,8.637,1.739,0.046,24.601,3.1,22
"Slaney Estuary, Upper",Fyke,2014,52.468239,-6.563322,29.584994,203,0.806862514,20.6,15.9495,4.019347964,8.637,1.739,0.046,24.601,3.1,26
"Slaney Estuary, Upper",Fyke,2014,52.444259,-6.559379,34.316177,203,0.806862514,20.6,15.9495,4.019347964,8.637,1.739,0.046,24.601,3.1,155
"Slaney Estuary, Upper",Fyke,2014,52.436523,-6.562792,42.636558,202,0.806862514,20.6,15.9495,4.019347964,8.637,1.739,0.046,24.601,3.1,27
"Slaney Estuary, Upper",Fyke,2014,52.433397,-6.563611,30.26051,212,0.806862514,20.6,15.9495,4.019347964,8.637,1.739,0.046,24.601,3.1,79
"Slaney Estuary, Upper",Fyke,2014,52.48324824,-6.56752959,0,0,0.806862514,20.6,15.9495,4.019347964,8.637,1.739,0.046,24.601,3.1,34
"Slaney Estuary, Upper",Fyke,2014,52.46471543,-6.56156821,31.316704,0,0.806862514,20.6,15.9495,4.019347964,8.637,1.739,0.046,24.601,3.1,36
"Slaney Estuary, Upper",Fyke,2014,52.45538486,-6.56189804,29.748881,0,0.806862514,20.6,15.9495,4.019347964,8.637,1.739,0.046,24.601,3.1,23
"Slaney Estuary, Upper",Fyke,2014,52.43750844,-6.56163569,17.924935,0,0.806862514,20.6,15.9495,4.019347964,8.637,1.739,0.046,24.601,3.1,36
"Slaney Estuary, Upper",Fyke,2014,52.45189455,-6.5612927,35.526683,0,0.806862514,20.6,15.9495,4.019347964,8.637,1.739,0.046,24.601,3.1,7
"Slaney Estuary, Upper",Fyke,2014,52.44945391,-6.56007011,27.762383,0,0.806862514,20.6,15.9495,4.019347964,8.637,1.739,0.046,24.601,3.1,47
Fergus Estuary,Fyke,2014,52.692746,-9.06085,189.104295,0,64.75343778,52,15.55375,3.859427448,7.84,1.149,0.041,39.716,6.17,0
Fergus Estuary,Fyke,2014,52.676145,-9.029964,2897.818042,0,64.75343778,52,15.55375,3.859427448,7.84,1.149,0.041,39.716,6.17,0
Fergus Estuary,Fyke,2014,52.71576,-8.96992,1425.585897,0,64.75343778,52,15.55375,3.859427448,7.84,1.149,0.041,39.716,6.17,1
Fergus Estuary,Fyke,2014,52.718489,-9.00726,2042.566776,0,64.75343778,52,15.55375,3.859427448,7.84,1.149,0.041,39.716,6.17,0
Fergus Estuary,Fyke,2014,52.713679,-8.985161,1866.339578,0,64.75343778,52,15.55375,3.859427448,7.84,1.149,0.041,39.716,6.17,1
Fergus Estuary,BT,2014,52.762039,-8.984864,172.014316,0,64.75343778,52,15.55375,3.859427448,7.84,1.149,0.041,39.716,6.17,5
Fergus Estuary,BT,2014,52.730642,-8.972565,1044.704609,0,64.75343778,52,15.55375,3.859427448,7.84,1.149,0.041,39.716,6.17,0
Fergus Estuary,BT,2014,52.705591,-9.024897,1909.283692,0,64.75343778,52,15.55375,3.859427448,7.84,1.149,0.041,39.716,6.17,2
Fergus Estuary,BT,2014,52.675133,-9.075178,126.086219,0,64.75343778,52,15.55375,3.859427448,7.84,1.149,0.041,39.716,6.17,0
Fergus Estuary,BT,2014,52.67591215,-8.98880166,1779.597176,102,64.75343778,52,15.55375,3.859427448,7.84,1.149,0.041,39.716,6.17,0
Fergus Estuary,BT,2014,52.68037559,-8.99270067,1789.024295,100,64.75343778,52,15.55375,3.859427448,7.84,1.149,0.041,39.716,6.17,0
Fergus Estuary,BT,2014,52.689981,-8.99798848,2002.986477,235,64.75343778,52,15.55375,3.859427448,7.84,1.149,0.041,39.716,6.17,0
Fergus Estuary,BT,2014,52.70293976,-8.99433405,1977.823786,222,64.75343778,52,15.55375,3.859427448,7.84,1.149,0.041,39.716,6.17,0
Fergus Estuary,BT,2014,52.73016921,-8.97767661,1391.290151,103,64.75343778,52,15.55375,3.859427448,7.84,1.149,0.041,39.716,6.17,4
Fergus Estuary,BT,2014,52.725229,-8.97678503,1457.562007,106,64.75343778,52,15.55375,3.859427448,7.84,1.149,0.041,39.716,6.17,0
Fergus Estuary,BS,2014,52.7174677,-8.97649334,1756.261089,103,64.75343778,52,15.55375,3.859427448,7.84,1.149,0.041,39.716,6.17,1
Fergus Estuary,BS,2014,52.76537463,-8.97116882,274.044453,103,64.75343778,52,15.55375,3.859427448,7.84,1.149,0.041,39.716,6.17,14
Fergus Estuary,BS,2014,52.75710748,-8.98971361,691.968392,107,64.75343778,52,15.55375,3.859427448,7.84,1.149,0.041,39.716,6.17,0
Fergus Estuary,BS,2014,52.74523887,-8.99202945,1388.968701,118,64.75343778,52,15.55375,3.859427448,7.84,1.149,0.041,39.716,6.17,36
Fergus Estuary,BS,2014,52.66668568,-9.0717307,719.32145,0,64.75343778,52,15.55375,3.859427448,7.84,1.149,0.041,39.716,6.17,0
Fergus Estuary,BS,2014,52.69169846,-9.05863339,377.736503,0,64.75343778,52,15.55375,3.859427448,7.84,1.149,0.041,39.716,6.17,0
Fergus Estuary,BS,2014,52.71250586,-9.05237194,368.479631,0,64.75343778,52,15.55375,3.859427448,7.84,1.149,0.041,39.716,6.17,3
